Archaea			Bacteria			Eukaryotes			Viruses	
274.99721448468	291.158240396846		314.357788522178	206.16282088202		465.372466067337	379.002647927481		238.714285714286	272.218810003057
284.900696864112	177.693162435339		315.620328849028	379.474601299731		472.885660776028	537.245115037782		388	130.107647738325
322.002609262883	292.108784134685		329.067593665508	279.325569940955		487.111451758341	341.690630528873		261.8	148.533497905355
296.94058408862	224.651278589171		347.778880407125	268.722654073274		452.222934888241	441.326951331395		942	0
303.495776478233	227.785732370614		296.782100456621	255.796886137399		416.966633165829	380.280191544205		602.666666666667	754.420749096064
276.171619924655	183.186017753626		325.474689036737	256.315490747727		411.437433059622	328.053615176109		2748	0
275.546242774566	190.234685976842		302.243846330803	228.693286544173		504.764376748524	378.464601145854		274.454545454545	295.880504135154
284.474878857434	191.84435906748		366.04286614835	276.477396905124		405.853945935241	398.051494946644		358.979591836735	274.733384518343
283.462973431317	203.69320242797		300.523721275019	267.771769972407		437.66106218308	365.820947433215		177.866666666667	198.254775815941
322.720116618076	235.768659324397		296.362080315997	206.742268338315		546.510751552533	481.001009593521		202.571428571429	228.726505052644
290.050106609808	184.482482333658		358.342780026991	253.243960686937		537.967556606962	392.851038925789		719.6	794.880997382627
284.997272727273	196.819523867707		341.252149791956	201.376904202084		482.121970877438	393.672425731887		213.762711864407	191.84269187741
231.033832335329	175.120583260009		335.589783281734	267.724193456618		528.300555649099	407.066220315786		352.6	194.600359711898
311.687192118227	263.974436309979		286.610796691337	192.778342262503		561.086936090226	554.055429674458		218.88	218.21827406323
294.96224588577	210.581943358281		340.077653763952	205.087404811135		498.385162879825	361.240617836314		380.4	514.90853556724
297.381072328176	202.414570985643		330.760655737705	208.890119903574		628.574915254237	467.7794117719		413.828282828283	333.351381700624
291.944237918216	181.977290449845		333.543494423792	232.89754751409		669.491772244066	703.52817777593		445	74.953318805774
299.101325019486	198.852474004976		329.852473498233	241.427598156186		409.066017935509	380.889953898475		243.647058823529	169.466041568663
295.093648585999	239.221017695994		319.502528089888	212.609140924159		471.73185769153	350.771077044126		504	246.270176838366
289.691497005988	193.517389478827		312.998067366096	286.453038992029		506.054199275786	493.102130950656		1141.25	867.864572768509
287.081427998396	204.676678507264		312.290487238979	203.325103135324		541.236583101207	401.919729431884		344.285714285714	211.714992608549
282.193999318104	173.163988524426		264.056607744108	189.213237615926		443.812778517275	363.527467390451		336.714285714286	221.990776299162
282.550391389433	180.794845657157		247.493670886076	190.98241886372		350.819016152717	275.131138748387		241.25	109.225683792778
286.434751261716	187.185566740858		296.865034662045	197.632442209724		503.781181181181	401.676732962678		181.515151515152	183.455988637329
306.288481141692	192.514493079686		295.645236026644	232.395958115115		517.355515256643	414.548933950083		182.971428571429	212.504115658598
284.099037917374	200.137659486205		342.063655030801	227.916304601823		439.718219749652	369.718029977934		518.579710144928	418.136883223281
309.56845841785	220.14137996539		303.03948199621	232.571970253237		496.308401844797	369.078174772029		1287	526.087445202791
280.90894483128	195.221577632503		292.58739184178	219.404371038742		551.56416464891	399.088949300387		238.262295081967	300.141572242131
296.504993757803	190.994089760859		315.405255179384	210.765624782638		285.204917425757	307.637535500656		353.260869565217	273.748593585645
289.768479322696	183.697026434238		320.249774028322	222.043818346814		462.662221693059	384.041197567738		722.6	780.664332475873
289.437058823529	192.971101328125		327.054886997358	212.366364830619		268.41014379085	260.988991637815		1254.5	433.456456867354
298.551067961165	218.593393966972		312.603545179421	213.301649568188		330.237749667111	339.996424432935		273.542857142857	355.745558680651
302.362210897687	228.236254717567		311.515221402214	275.83827943257		352.941513487706	350.450781025518		314.393939393939	247.258713116689
299.483112183353	209.899082035134		306.689733266231	201.827844566764		548.734897769517	581.109115400037		391.6	231.837682681464
285.181633246149	189.188033601265		326.762240501371	255.57488725171		513.08958958959	506.742812805119		183.936	202.339332677527
301.722790138304	219.810600025171		354.119755046496	246.801719301205		478.481466928618	528.014596097847		503.810126582279	430.510879458388
296.88612244898	211.55858190161		321.874848116646	232.393320155592		554.719087390507	548.119810753976		207.921568627451	196.6597918373
270.213190730838	179.851928825923		312.715893941638	288.12618302727		451.018124593011	372.213357146358		177.928229665072	151.428167843907
280.792759051186	186.73741646577		330.226109967657	223.480052486224		390.027457787597	369.246863771437		188.082191780822	164.790587095044
284.881535947712	185.603749413234		318.713704206242	219.083762878215		435.713784564589	375.269385584721		186.666666666667	101.875741306096
272.430235862461	194.208510628649		373.023349531824	303.343993320396		409.689902676399	385.821620042243		783.833333333333	691.437753284174
286.363745139097	194.593547219231		298.810485299327	253.451377691807		524.952239773938	556.00736466		346.428571428571	218.649534752807
272.578378378378	183.794467323171		317.380493827161	236.140854159051		432.497972096042	492.936096476855		419.166666666667	189.017900386886
290.194144838213	205.327590138675		319.020618556701	225.880292990185		394.651064883606	459.543277735145		210.884328358209	190.581108336066
292.062153697904	200.788471063182		323.457543593632	350.857945759142		398.562111658305	395.602147487206		195.31746031746	132.070829652346
308.150602409639	296.234691839008		361.551617873652	260.70878127583		496.710152740341	357.640460076523		258.703947368421	198.767321751428
294.512719455392	220.484248170258		287.405900837989	201.179853755122		436.681859112004	511.232708754649		304.366459627329	242.206592845885
299.176777939042	201.984535106656		299.153108348135	193.44893764215		324.833489918335	325.937063084699		231.48	225.572811600453
285.092384519351	186.591395129764		363.344395742016	251.866213171411		421.672729448367	401.157754244754		1625.6	2657.91634556094
210.923469387755	139.060729254244		363.772889114954	291.318617337483		394.882840405772	378.422095869228		446.368421052632	371.043280210643
268.208282582217	185.444437444143		261.814850843061	186.38475900975		373.046748785659	290.637826164504		140.611111111111	123.831516361726
233.945460378569	197.304683753707		246.32962962963	178.336733215407		415.419543329738	331.757348833473		379.25	203.095010606694
286.021677124929	192.489342016923		277.223897058824	226.168377201928		538.866841257051	432.377230323615		442.3	257.795375357192
244.695763799743	162.239638746174		292.534846029173	200.008511308666		476.263157894737	344.106410208486		383.5	260.466781844527
297.316195372751	233.60784723109		244.694338311914	205.783241629851		482.251589044262	471.612174016136		197.5	203.942796841569
288.170960751264	196.49555720773		333.425409338993	209.077465932852		436.394910218318	507.483240359139		304	86.2670273047588
227.424164524422	166.026586282785		310.115707260631	205.713498149535		354.111573231667	321.764534542314		2767	0
216.934426229508	159.272024483947		329.981684981685	235.881098219191		433.000267713725	361.364574171622		897.333333333333	901.676401672647
255.880515953836	183.377248679953		338.661316872428	288.231997339319		560.090008911774	572.939918091957		193.678571428571	192.003461359003
319.898702903027	252.997547963267		292.411718131433	198.682175594658		649.785531187696	660.539233252986		274.846153846154	252.215465476725
213.974358974359	218.289064012214		343.134977016298	320.939145266576		490.963319748055	458.564251487233		218.590163934426	187.653082135553
243.836120401338	211.813636665621		316.084099264706	227.46706985098		431.271697588771	362.976317498536		301.75	223.763746584907
213.537777777778	159.903073771996		312.86453496086	342.491271505735		519.750693975542	464.724448018685		573.333333333333	705.524391262745
239.495462794918	161.482167541564		317.052677029361	269.59116280788		664.676902757141	692.17028054895		330.5	23.3345237791561
223.315181518152	162.797862943314		309.957156458267	218.334033598384		263.406765676568	254.096097556176		258.293706293706	197.910522966707
235.385150812065	179.885429073459		343.419239373602	340.073795716654		496.635164942895	557.806207015426		300.994382022472	241.467207706634
216.013485477178	154.408914917201		322.144383697813	242.030849107566		582.988155864198	625.6203377674		588.181818181818	335.719769504811
272.581137724551	190.620187829854		343.102181400689	306.747494169299		567.131069452981	586.19475092166		809	758.786531245778
233.088186356073	158.427345735741		331.281454132349	213.104597183196		492.389118403617	337.536772243003		1292	533.158513014657
302.622967142383	205.757867480454		279.497261000177	207.366460245728		388.231572164948	363.382667968524		416.75	285.407749252422
224.765957446809	167.929758181374		342.683600947618	258.30822875946		520.279047180903	479.957062673417		249.738461538462	197.183091002905
222.513816280807	171.502353251207		332.286365940193	283.143833627522		406.689795918367	356.227930234143		2023.33333333333	1822.98555488883
278.027322404372	188.523223275934		318.733711814004	215.084605277307		358.716611459581	436.206272633318		516.272727272727	344.034617708477
290.115837696335	222.190677384066		312.916745061148	212.677598318823		612.136130136986	459.931873293579		214.519230769231	164.364431339608
225.599765258216	164.556100963234		320.905471358849	195.755349974249		564.137656241472	576.959520180967		243.8125	278.268709584895
318.410526315789	272.891585646443		318.525073746313	204.197639909464		468.733982765081	326.863506059778		368.714285714286	203.933579289691
236.088193456615	164.004171529905		316.943704340352	220.582469399135		319.565373563218	306.470032118115		517.25	694.056553891684
231.643410852713	160.785996238914		303.245314041434	203.362688864693		559.713866914844	474.657823588304		573.5	316.076731190387
228.408658922914	185.131924988918		308.816239316239	203.574344624951		518.075938354462	498.298865086206		118.297297297297	84.0164880857934
293.959847465231	208.725826572062		306.983664237246	196.823701869058		450.593211603593	434.958281715205		1616	0
241.686182669789	174.508968711485		319.44768722467	214.239443758774		366.851728388145	296.756458890395		1695.5	208.596500450032
281.499117647059	181.290816383883		273.375	210.431282387695		468.144476504534	367.45473576049		344.166666666667	279.791944129919
209.928822495606	164.13926567183		302.863832853026	216.944717104198		376.387943959055	464.068776060964		509.818181818182	298.690079574739
298.68654899574	222.559014567201		265.203703703704	221.345338545349		326.974719299485	287.157117192072		341.185628742515	289.492277250022
217.974285714286	165.190446277335		327.475255302435	233.90704200759		588.851556090357	595.481690914304		618.6	344.618371858237
238.554585152838	175.810931207797		363.93629484989	258.833260670523		395.952499129223	447.679040425917		203.145161290323	192.289812588664
273.762290927522	177.633870202236		323.977298101972	226.769497331594		487.028439153439	400.876280913062		283.5	45.9619407771256
223.045391061453	170.793781379529		282.919422572178	189.606385240315		585.273019352888	599.25053282871		487.5	225.567063198509
315.067708333333	357.953326931812		317.508680555556	218.29149222242		275.147414741474	181.243344542743		418.5	40.3050865276332
263.933139534884	172.396210058669		315.996028243601	370.213887109731		391.133065405445	294.293881818039		225.050925925926	211.004644937464
290.143053645117	190.355989618889		364.692882030861	265.761567782975		485.392444658325	379.182482029183		253.333333333333	155.648107387573
213.359147025814	164.408094175083		319.82905982906	226.281870727043		414.492544670364	391.517656326694		302.875	223.362253813332
280.706422018349	217.561466615305		300.923677069199	207.435781884794		540.819134848819	530.425459078969		328.142857142857	218.931061121554
219.986591390261	164.851235678802		318.496260683761	190.344819139045		503.484324710931	404.176695919795		176.056603773585	174.966164358314
218.042937853107	156.411527796254		303.703883495146	213.081879795162		363.742405832321	293.48374275218		172.643835616438	218.869657423406
290.975090814738	195.075820396065		332.81893129771	244.664201843032		495.248104931437	374.303780993403		952.666666666667	1085.1701863456
273.183913239946	188.04799864755		322.406907717215	192.016599005165		332.831859331476	268.795649980517		763	725.760015432099
270.791366906475	162.923470985997		349.81033955338	244.213122262559		639.844986315004	635.507944873337		287.764705882353	252.583354453849
237.163027656477	165.524177287252		297.132512671977	218.638447109099		606.426407573493	681.164312811992		166.640086206897	237.243807004481
319.611629576454	281.861552093512		305.830114566285	243.704062774215		472.217062634989	361.566002721288		237.740740740741	244.237680802879
227.501779359431	170.826962871383		328.162079510703	203.694606804385		392.78894974787	441.227933803833		352.75	204.112538986287
225.124592833876	195.059156013753		344.270165208941	260.97081550907		464.848289275926	383.688693817566		313.6	187.000802137317
295.533571004159	178.940455446125		296.698150924538	195.522893395068		326.678178534289	308.332645069996		189.707692307692	177.515643947664
287.845020325203	229.297977857009		302.582221216919	213.246136630692		421.695311479692	396.06184343442		225.472727272727	216.458947826779
221.558823529412	176.936835682255		279.198773006135	245.464884618558		494.153348806366	359.680044711242		246.617021276596	257.927066974156
275.578071463534	195.418258772661		289.921658986175	220.049838836273		471.173140595978	454.578783090528		226.75	118.954823357441
277.883690280066	182.310618133092		304.25053862727	191.395967238367		415.885325466311	339.312507169106		387	407.293505963451
208.752766119802	159.681902056698		304.537826685007	232.550073275296		508.453530074803	396.33219025118		429	202.503086396232
293.763771186441	216.419103445454		318.722910708611	227.31588427876		384.689114509703	329.284976118213		189.685714285714	230.934430926104
326.406194690265	409.353539258261		329.159404302261	284.328670747282		385.85264068328	403.573388433624		534.333333333333	615.500406173708
276.044303797468	182.210215630017		307.584022038567	219.564731645134		436.894947718167	326.497475416223		570.1	317.849877213197
293.639853300734	197.579356163242		314.537201062888	253.902378833781		433.182879377432	422.398687159312		343.571428571429	215.07429502605
306.073536087154	198.284752085725		298.789583333333	212.385038015716		547.21644234267	577.004913866444		334.857142857143	221.056123018137
289.036768652711	194.825088280596		336.918711896201	286.055538426993		347.637830087227	310.671773707284		263.541666666667	321.893714455249
274.854304635762	202.952876494885		312.10632780083	201.884595718651		477.91516064257	359.489644286447		189.486486486486	214.44213979937
288.314047775586	198.867922133377		320.066602779109	209.487757832743		356.08729281768	284.185016120414		466.277777777778	279.374891615835
286.409509946628	249.79702670427		319.194395796848	245.179558068791		482.231483235461	378.167941241949		635.4	894.933964044275
293.883158152041	207.057345416324		299.061950286807	224.678549569363		461.660001586924	516.120307416061		230.090909090909	192.786882958916
242.108833718245	166.732322396418		325.158511031678	230.825069140549		428.489711635995	385.078640893543		601.333333333333	348.614878244365
265.966354241769	189.307151014913		315.100969305331	209.887295160443		457.89628610729	373.650058892935		193.191780821918	193.314485973148
287.739161590828	197.784311134764		346.383073496659	246.226774456037		326.873336922249	296.528251718727		233.783783783784	253.150194752631
289.905660377359	186.769256381758		328.810647639956	236.324563062696		612.00489072291	453.323218422882		250	39.5979797464467
297.291604865025	226.043607011451		361.397317298797	266.322446443652		622.570382238499	551.775852099113		424.25	304.31822708036
269.036585365854	191.488027914981		337.610619469027	270.351654965995		521.629749086942	481.790163146255		576.2	509.076320407854
238.804701102728	195.06171072498		320.029264214047	223.211909326238		589.038008249853	441.652658657623		339	219.187895042891
282.832521315469	200.446884140861		324.554675797132	266.407393780067		468.794293201339	335.357185846752		255.177777777778	205.331249989431
302.733333333333	223.598801881094		339.73109430605	244.381053270413		570.778784699037	599.15408839234		194.80985915493	239.243871931378
256.604651162791	186.82541934032		306.309902200489	221.344697962619		436.388115449915	345.559767961195		198.555555555556	98.7004446685919
276.465224111283	198.496168859561		322.709457029845	202.16753971785		385.945441060585	295.326580911581		334.333333333333	193.742784811891
303.535120147874	295.657650488852		315.236372465704	262.185891251783		460.363745980707	378.533155364946		206.322033898305	263.662495906255
295.867083446589	226.579298169179		317.613314447592	220.256527808558		355.403834132111	343.60190499967		254	45.254833995939
224.216589861751	176.247697983555		332.226205719164	233.423192535891		483.027848101266	547.783396008179		920	784.888527117068
279.321305841924	180.060510842257		303.54956736712	198.030837221226		476.782674219197	513.608725020102		399	258.711141131291
284.283590159503	190.706167929063		318.751543538429	271.169604172888		438.246032614644	401.423311496717		301.375	223.365771453781
282.769071214566	188.537329762585		346.291818948552	245.05679829441		394.924629324547	307.409503573283		397.551724137931	344.207224358369
282.369603267211	199.837779785375		307.099795814191	217.687849901763		490.424618859401	424.597739747419		199.74	196.045685013073
250.641816623822	169.730987272774		309.761071932299	196.774779753229		423.63246564482	479.031659548142		289.954545454545	286.926613625793
295.583032991406	199.049415182033		348.387587465774	325.709223915115		431.192399863061	312.645831895701		332.605263157895	364.657154011203
291.472764227642	200.840603508278		325.324675324675	202.392627598478		421.413829120535	400.307673430573		195.15625	204.520206534593
286.292584269663	196.942650564445		381.498901501282	676.853102662729		417.89128188394	429.172604339932		460.222222222222	594.821985508643
289.481663392272	200.961915809962		294.224902447676	195.448656229941		434.442226440512	419.49991662869		366.5	26.1629509039023
283.105982905983	198.041062368457		313.762780269058	202.85686814358		479.726080590744	334.022779896045		599.333333333333	740.905032150995
320.073141841871	237.749167707992		316.395695364238	234.13531048266		728.661172504214	788.63240467309		304.375	235.538251367252
288.423212568131	203.964256700424		306.41738449491	203.421562306006		549.790085205267	612.717443049553		261.725490196078	256.256362140055
240.277280858676	168.953525992449		310.279172560113	251.13152249196		379.258064516129	371.537650439623		850.25	948.806047971168
266.598303209148	184.365491676466		275.815345080764	261.244477123025		427.893471325189	368.492778378228		349.857142857143	214.177829985138
281.549543676662	191.913720609642		362.987905442551	232.283503108244		263.875725051382	280.571283832475		757.5	478.958940480984
310.450280469148	258.068391309423		296.237714031577	201.004376913015		451.557839721254	395.413651247018		242.333333333333	116.573295970103
305.794417368188	240.528623841862		303.688583078491	206.06519656215		542.909911160466	590.682200052878		348.142857142857	212.312213945586
312.07701421801	236.69937854779		289.118284869394	200.194254296838		238.88121957815	205.347362290589		250.1640625	402.034447878542
288.706213176219	205.526233375138		282.76891025641	227.292136724028		490.347864271457	326.284632733811		192.323529411765	241.825053402308
259.481742738589	173.107392213535		316.00168385603	255.083469511877		390.889606279276	364.139430589003		241.561403508772	261.33421524006
293.046046363925	205.884513158099		309.741202815099	203.732687319892		464.735918129628	380.289783154357		1959	0
255.595792158113	183.503527335857		305.334227467811	200.851291820122		411.381011189701	297.459509392008		393.666666666667	80.1519390491168
276.568929321204	177.709144529272		301.154358353511	206.632445853399		462.016499175041	352.720132846236		184.333333333333	103.608236480826
274.896247960848	202.526327952653		296.446428571429	257.527234461423		392.919039958259	440.839151064867		1474.11111111111	2335.61755454764
303.236411263916	199.394121030838		251.698817345598	182.633631444384		627.110769641903	592.209253306847		307.5	33.2340187157677
292.090638044126	204.654310853206		335.876535985957	224.537425813168		391.351322721026	306.315971485518		852.25	944.267749811108
284.654724818276	197.726207875204		309.462792127921	218.976281038128		462.315139171758	362.152799423991		396.555555555556	464.504604689531
291.763531266421	185.1217798928		272.740166865316	177.709210848737		485.414679059979	411.724381182422		298.333333333333	41.4045086111807
296.711373827966	206.244309479727		321.31932139491	227.467983372539		489.79613282892	365.226281579127		351.2	196.019641872951
331.689549961861	294.367546230524		324.357271095153	208.296784084383		654.506513026052	776.605576598878		185.170212765957	142.413349493412
278.264233954451	204.453975801028		288.660746003552	261.087403141271		425.537659683189	409.46803262734		840.75	930.93443199114
255.803296119086	185.62727929622		341.623618255445	295.654105521967		425.161113838816	426.325765811053		493.5	340.976098869114
218.298245614035	173.890412625812		314.504275719098	215.992597433448		448.792016396643	419.358267294403		213.984848484849	134.124109279341
299.676799007444	212.790050793238		309.251414427157	199.477439225435		521.209677419355	411.323112470722		198.614035087719	244.535328618087
302.178201634877	246.421214167425		305.827475008062	202.417633347596		485.830360681728	352.793037083525		292.5	12.0208152801713
293.270049680625	259.951950375739		298.01976744186	194.562335067253		415.592132120987	492.596398268635		468	369.717008895543
289.515299334812	184.634999559099		356.446412352407	262.864156597207		394.247641509434	334.31429046425		237.082061068702	439.8677001503
258.892713455521	256.188831655035		307.74917983895	200.217502599869		560.455553970179	486.360509334896		290	45.254833995939
290.54522454143	200.737705956521		312.008880118402	242.581478806401		327.986237254137	309.687890323009		337.26455026455	280.700157778825
261.146659116648	192.721929780433		321.746248059341	318.900917190005		478.779687997453	358.992345868716		396.777777777778	464.647925255719
287.430039525692	199.426899088346		341.837187127533	227.433694320052		452.639123611782	567.924574788452		313	56.5685424949238
309.957709824333	221.063001028934		314.439481268012	213.112156600974		498.59330893884	392.138202575957		324.991051454139	261.04059126767
297.436100491535	204.672626555319		318.035969450604	215.871371826119		501.477104493028	401.545210980286		360	148.492424049175
288.88202247191	183.528463496801		379.424665025978	401.502756088311		424.959671972986	327.703282039888		265.512195121951	286.207714951154
287.757797134026	193.262475061144		310.110228716646	197.421983843447		548.270538340516	516.751336031676		843.75	934.374790969876
294.992459396752	202.718796119045		304.0078125	240.030619968011		506.866734074823	396.061062067182		202.072398190045	330.096396675749
245.649435124957	171.477290941851		317.578115857226	269.262355218225		444.724301075269	306.858793091208		504.666666666667	611.345619651165
280.944730077121	186.871225235681		328.230938618222	256.668351014655		511.506172839506	418.358905799581		258	25.4558441227157
292.703358208955	194.524631520308		354.412265758092	237.404496912193		459.71942748895	522.938217559859		194.083333333333	176.276970766278
262.870122306348	193.945913863219		340.438615123195	240.841832860164		424.555094861163	344.494671930573		371	81.706792863262
289.67283189478	200.957203210737		299.301522248244	202.412760057561		441.450866610674	433.394408941016		395.555555555556	462.826131260734
312.189873417722	344.072964480886		323.505943036555	280.895186077213		516.309680269479	523.511639167432		690.818181818182	430.07111462683
304.977596124735	222.891163412712		300.378657487091	225.527198502485		440.867727498757	340.744831139125		721	753.044044749929
300.290423861852	206.028516191992		320.073635209479	220.919502111032		545.706870910173	572.665738132059		839	942.25721895174
248.050847457627	174.01260336933		317.093126780627	214.435749590705		540.688640158308	469.744559811032		197.463035019455	172.531178102148
298.58631452581	200.659393440166		307.380575767162	193.811791426625		503.139792387543	374.484755075939		226.379746835443	330.759278172769
297.081467365412	209.115100818688		296.145596360091	188.84466750137		351.325719769674	287.91365047905		126	0
277.608621667612	181.7612939048		285.413752222881	234.269796611425		505.40437990397	416.223816289606		906.25	866.515772120354
282.628213726805	187.678704773009		314.985138705416	213.004416644716		435.479851208927	351.878412584031		394.5	215.168925885377
294.197556008147	217.37029895248		245.766402978129	221.937466980216		348.013137439139	282.291218171331		670.5	358.50313806158
293.599918433931	207.542822231868		324.814678146782	269.842815908038		539.344085438578	503.673176416364		185.909090909091	192.025709751954
276.737518248175	195.55816430822		341.600851342502	223.766902691586		410.028419989904	421.546296119179		265.253012048193	424.821249163477
296.01575562701	205.25985870129		296.438865643887	190.320534656708		376.776300797569	299.967764333664		322.5	86.9741340859454
297.233039161611	201.506200183147		310.65735619469	191.164953402078		352.02977090685	341.906889210104		399	465.803069977002
291.893445764661	204.803327004888		323.659838709677	287.243423907548		456.38501305086	436.780376332235		544.5	61.5182899632296
280.722141823444	185.753020158534		335.858287292818	300.523875418294		487.366641763168	359.818917676751		884.25	1028.13694775226
299.853025936599	209.287633558887		340.936900447666	289.910060063312		498.070257611241	401.275440485528		178.375	222.853228874339
268.328539823009	193.832987268755		325.453602305476	225.816961071926		478.427700035881	409.002202844487		193.924623115578	190.402310238546
295.08184679958	205.685679173738		290.152298850575	220.01662300893		415.603677070205	432.673729948916		320	26.8700576850888
288.902111967818	188.4641083239		329.63868065967	221.077397947096		484.289288668321	381.788052076552		713.5	470.226009489054
296.309447300771	200.954163181197		296.117184176946	207.140677437355		296.561652111825	328.50468046534		375.833333333333	207.372531128563
287.51896508415	198.287174249606		289.270861833105	182.178462139561		534.287071240106	482.915352526292		400.75	258.883309971536
188.466753022453	146.337035817418		293.076112624887	260.885358461518		505.763260091978	474.480278711344		2948	0
283.973837209302	193.571963327671		330.145798419919	236.467871324553		487.096931517984	379.793073038663		483.285714285714	502.64457763769
282.040425531915	186.102592904278		317.059485530547	203.999958478649		504.329755928683	358.769910219689		651.8	698.939339284891
288.411485642946	200.937238196958		362.572486772487	281.745177131561		490.901558441558	393.097419895424		444	328.755228095311
265.135516888434	187.062854476624		334.422028985507	202.668086068651		509.189306108323	355.623877838085		182.972972972973	182.020093198599
294.022821006324	213.540603663687		311.174765380605	207.443417071544		576.997630331754	563.260625361594		192	0
293.133033033033	193.579514817643		299.57974137931	228.380428674929		518.853159514757	372.359293293142		181.222222222222	179.325121546111
278.707972665148	179.098321222611		322.966393225721	250.855512761178		555.138517130621	454.648749212609		1624.5	1564.82730676583
263.888772298006	216.171933027783		271.388954869359	199.013745072057		492.452152299175	359.991699290131		702.333333333333	818.172027550849
286.287323943662	258.693483446917		336.423905489924	226.516793595485		742.925647617164	873.452221043206		279.268292682927	208.948920120474
286.752646775746	200.027549683622		331.633818281636	224.868580518832		280.065351742275	309.889606101984		327	18.3847763108502
284.549057206775	205.781135067776		366.148593411878	266.909298965554		466.589119783747	318.900088477741		397.333333333333	465.5
285.553384700055	190.795858890368		285.791569767442	196.30178175174		504.491625893865	400.270206356657		232.829787234043	262.141209801208
292.562694946974	192.682607017123		261.691722972973	231.866797390096		374.522011513715	317.482206862996		340.571428571429	230.714005602071
