	AM	YM	EFM	EN	AY	RM	CDSG	VM	PTN	BN	BAPP	CMUT	PN	CN	IM	SOM	SGCode	KN	MPCMMS	TrM	AFM	CM	MN	CDHN	TM
H_code	-29.78394045031525	-38.15709789872255	-38.15709789872255	-38.15709789872255	-40.42196835607864	-33.83968858938762	-38.15709789872255	-42.762334495346636	-40.42196835607864	-33.83968858938762	-40.42196835607864	-35.96412809080628	-35.96412809080628	-33.83968858938762	-33.83968858938762	-40.42196835607864	-40.42196835607864	-33.83968858938762	-38.15709789872255	-38.15709789872255	-35.96412809080628	-38.15709789872255	-35.96412809080628	-38.15709789872255	-42.762334495346636
H_gc	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743	-29.342371195447743
K_code	52.193303159717466	49.109000137763815	74.55450006888191	49.109000137763815	48.274721451497655	26.04901582518796	49.109000137763815	47.41263347568927	48.274721451497655	50.69934388345864	48.274721451497655	24.87519067955605	49.91679378637075	50.69934388345864	26.04901582518796	48.274721451497655	48.274721451497655	50.69934388345864	49.109000137763815	74.55450006888191	74.95839689318545	49.109000137763815	49.91679378637075	49.109000137763815	47.41263347568927
K_gc	40.552816149388136	40.552816149388136	74.2061253115154	40.552816149388136	40.552816149388136	29.62773242195846	40.552816149388136	40.552816149388136	40.552816149388136	40.552816149388136	40.552816149388136	18.702648694528783	40.552816149388136	40.552816149388136	33.269426997768356	40.552816149388136	40.552816149388136	40.552816149388136	40.552816149388136	74.2061253115154	74.2061253115154	40.552816149388136	40.552816149388136	40.552816149388136	40.552816149388136
N_code	43.0860656732768	39.41419894252052	9.12129841378078	39.41419894252052	38.42098908911923	41.30750522556669	39.41419894252052	37.394672240604535	38.42098908911923	41.30750522556669	38.42098908911923	40.3758783243853	40.3758783243853	41.30750522556669	41.30750522556669	38.42098908911923	38.42098908911923	41.30750522556669	39.41419894252052	9.12129841378078	10.563817486577848	39.41419894252052	40.3758783243853	39.41419894252052	37.394672240604535
N_gc	29.22805085476035	29.22805085476035	-10.836257163197745	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035	-10.836257163197745	-10.836257163197745	29.22805085476035	29.22805085476035	29.22805085476035	29.22805085476035
Q_code	13.998566929551009	8.450087376618912	8.450087376618912	8.450087376618912	6.949269136891363	11.311022146099473	8.450087376618912	5.398423622506203	6.949269136891363	11.311022146099473	6.949269136891363	9.903260592863079	9.903260592863079	-77.37795570780106	11.311022146099473	6.949269136891363	6.949269136891363	-77.37795570780106	8.450087376618912	8.450087376618912	9.903260592863079	8.450087376618912	9.903260592863079	-37.32486893507164	5.398423622506203
Q_gc	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	-39.17981878989536	14.2911731533002	14.2911731533002	14.2911731533002	-92.65081073309094	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	14.2911731533002	-32.11048883686869	14.2911731533002
Y_code	24.501725546104318	19.630869129724037	19.630869129724037	19.630869129724037	18.313342394145753	22.142404469420075	19.630869129724037	16.951898100714832	18.313342394145753	22.142404469420075	18.313342394145753	-18.640145570407466	20.906569619728437	22.142404469420075	22.142404469420075	18.313342394145753	18.313342394145753	22.142404469420075	19.630869129724037	19.630869129724037	-18.640145570407466	19.630869129724037	-58.18686076054313	19.630869129724037	16.951898100714832
Y_gc	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	-47.02807426230949	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	6.11859637867911	-47.02807426230949	6.11859637867911	-87.76280724264188	6.11859637867911	6.11859637867911
I_code	55.0426791220463	52.14220680733966	28.21331021100949	28.21331021100949	27.036479230862113	30.456644266915372	28.21331021100949	50.54694703425099	27.036479230862113	30.456644266915372	27.036479230862113	29.352781477501356	29.352781477501356	30.456644266915372	53.63776284461025	27.036479230862113	27.036479230862113	30.456644266915372	28.21331021100949	52.14220680733966	29.352781477501356	28.21331021100949	29.352781477501356	28.21331021100949	25.820420551376394
I_gc	44.09598871489674	44.09598871489674	12.448484942331289	12.448484942331289	12.448484942331289	28.272236828614023	12.448484942331289	44.09598871489674	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289	44.09598871489674	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289	44.09598871489674	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289	12.448484942331289
A_code	-0.4936723694156305	-6.977135102926208	-6.977135102926208	-6.977135102926208	-8.730858629203674	-3.6340996309598776	-6.977135102926208	-10.543039606357087	-35.91357328650459	-3.6340996309598776	-8.730858629203674	-5.279085339387668	-5.279085339387668	-3.6340996309598776	-3.6340996309598776	-8.730858629203674	-8.730858629203674	-3.6340996309598776	-6.977135102926208	-6.977135102926208	-5.279085339387668	-6.977135102926208	-5.279085339387668	-6.977135102926208	-10.543039606357087
A_gc	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	-12.235371457411723	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923	10.730067639556923
G_code	-67.54681362226003	-18.904190312571526	-18.904190312571526	-18.904190312571526	-20.853439334089078	-15.188434365303793	-48.63023789071441	-22.867663322990584	-20.853439334089078	-15.188434365303793	-20.853439334089078	-17.016822212371945	-17.016822212371945	-15.188434365303793	-15.188434365303793	-20.853439334089078	-20.853439334089078	-15.188434365303793	-18.904190312571526	-18.904190312571526	-17.016822212371945	-18.904190312571526	-17.016822212371945	-18.904190312571526	-22.867663322990584
G_gc	-17.775756242488793	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	-29.35581004988808	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202	0.7772173337425202
P_code	-30.674778658751457	-39.10540953996108	-39.10540953996108	-39.10540953996108	-41.385826089796495	-34.75836549183745	-39.10540953996108	-43.74225652462646	-41.385826089796495	-34.75836549183745	-41.385826089796495	-36.89738716631087	-36.89738716631087	-34.75836549183745	-34.75836549183745	-41.385826089796495	-41.385826089796495	-34.75836549183745	-39.10540953996108	-39.10540953996108	-36.89738716631087	-39.10540953996108	-36.89738716631087	-39.10540953996108	-43.74225652462646
P_gc	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088	-16.08023049651088
T_code	-2.3116451177375303	-117.82479283131212	-8.91239641565597	-8.91239641565597	-10.697845537224088	-5.508884027666837	-8.91239641565597	-12.542809629511172	-10.697845537224088	-5.508884027666837	-10.697845537224088	-7.1836282185820375	-7.1836282185820375	-5.508884027666837	-5.508884027666837	-10.697845537224088	-10.697845537224088	-5.508884027666837	-8.91239641565597	-8.91239641565597	-7.1836282185820375	-8.91239641565597	-7.1836282185820375	-8.91239641565597	-12.542809629511172
T_gc	-1.963545986657505	-103.92709197331509	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505	-1.963545986657505
V_code	4.017680920474861	-2.1747267620750437	-2.1747267620750437	-2.1747267620750437	-3.8497222827647866	1.018233449239692	-2.1747267620750437	-5.580550987477551	-3.8497222827647866	1.018233449239692	-3.8497222827647866	-0.5529057023595404	-0.5529057023595404	1.018233449239692	1.018233449239692	-3.8497222827647866	-3.8497222827647866	1.018233449239692	-2.1747267620750437	-2.1747267620750437	-0.5529057023595404	-2.1747267620750437	-0.5529057023595404	-2.1747267620750437	-5.580550987477551
V_gc	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935	4.344245524456935
L_code	-0.26606185457707987	64.4217199870856	-6.734840038743354	-6.734840038743354	9.596173737676505	-3.3993762875326268	-6.734840038743354	-10.292668040034808	9.596173737676505	-3.3993762875326268	-8.484591514788312	-5.040636228604536	-5.040636228604536	-3.3993762875326268	-3.3993762875326268	-26.565356767253007	-8.484591514788312	-3.3993762875326268	-6.734840038743354	-6.734840038743354	-5.040636228604536	-24.523980045200563	-5.040636228604536	-6.734840038743354	8.089443299971034
L_gc	-8.176587462715784	58.44002753450054	-8.176587462715784	-8.176587462715784	7.099028621512896	-8.176587462715784	-8.176587462715784	-8.176587462715784	7.099028621512896	-8.176587462715784	-8.176587462715784	-8.176587462715784	-8.176587462715784	-8.176587462715784	-8.176587462715784	-26.209278877095255	-8.176587462715784	-8.176587462715784	-8.176587462715784	-8.176587462715784	-8.176587462715784	-26.209278877095255	-8.176587462715784	-8.176587462715784	15.350693588404244
R_code	-70.6339149393306	-81.64255461283581	-21.095036408557075	-81.64255461283581	-84.62030140976752	-46.638520650987246	-81.64255461283581	-25.13153762217565	-84.62030140976752	-75.96622478118469	-84.62030140976752	-19.172892973500584	-78.75933946025106	-75.96622478118469	-46.638520650987246	-84.62030140976752	-84.62030140976752	-75.96622478118469	-81.64255461283581	-21.095036408557075	-19.172892973500584	-81.64255461283581	-78.75933946025106	-81.64255461283581	-87.69730643326369
R_gc	-19.945810595386742	-57.73544618004946	-1.0509928030554039	-57.73544618004946	-57.73544618004946	-14.049100674004785	-57.73544618004946	-1.0509928030554039	-57.73544618004946	-57.73544618004946	-57.73544618004946	-1.0509928030554039	-57.73544618004946	-57.73544618004946	-9.71639805035501	-57.73544618004946	-57.73544618004946	-57.73544618004946	-57.73544618004946	-1.0509928030554039	-1.0509928030554039	-57.73544618004946	-57.73544618004946	-57.73544618004946	-57.73544618004946
S_code	-68.97192237933973	-34.90500254479544	-79.87333672639389	-34.90500254479544	-59.96931995748962	-52.47075808448235	-34.90500254479544	-39.4018359629553	-37.116559963562565	-30.689221215270585	-37.116559963562565	-54.89092884772809	-32.76365329805262	-30.689221215270585	-74.2522949536941	-14.263799969635341	-37.116559963562565	-30.689221215270585	-34.90500254479544	-79.87333672639389	-77.01820439740342	-34.90500254479544	-32.76365329805262	-34.90500254479544	-39.4018359629553
S_gc	-40.330851864036646	-26.29776667763296	-68.39702223684397	-26.29776667763296	-45.60502404521942	-49.08976486925752	-26.29776667763296	-26.29776667763296	-26.29776667763296	-26.29776667763296	-26.29776667763296	-49.08976486925752	-26.29776667763296	-26.29776667763296	-55.52551732511966	-3.5057684860084164	-26.29776667763296	-26.29776667763296	-26.29776667763296	-68.39702223684397	-68.39702223684397	-26.29776667763296	-26.29776667763296	-26.29776667763296	-26.29776667763296
