	Coefficient	Correlation	Comparison	Domain
47	0.5564148840746572	Kendall	freq	Archaea
48	0.4340036095782326	Kendall	freq	Archaea
49	0.5230299910301778	Kendall	freq	Archaea
50	0.5007733956671915	Kendall	freq	Archaea
51	0.3783621211707669	Kendall	freq	Archaea
52	0.4896450979856983	Kendall	freq	Archaea
53	0.38949041885226	Kendall	freq	Archaea
54	0.4785168003042052	Kendall	freq	Archaea
55	0.4451319072597258	Kendall	freq	Archaea
56	0.4117470142152463	Kendall	freq	Archaea
57	0.467388502622712	Kendall	freq	Archaea
58	0.4027440296786561	Kendall	freq	Archaea
59	0.4228753118967394	Kendall	freq	Archaea
60	0.3672338234892737	Kendall	freq	Archaea
61	0.3449772281262875	Kendall	freq	Archaea
62	0.3467924870705224	Kendall	freq	Archaea
63	0.4206452599612906	Kendall	freq	Archaea
64	0.5452865863931641	Kendall	freq	Archaea
65	0.5452865863931641	Kendall	freq	Archaea
66	0.2819419372173004	Kendall	freq	Archaea
0	0.3035492052466899	Spearman	code	Bacteria
1	0.3035492052466899	Spearman	code	Bacteria
2	0.4006849509256307	Spearman	code	Bacteria
3	0.3521170780861603	Spearman	code	Bacteria
4	0.3764010145058954	Spearman	code	Bacteria
5	0.3278331416664251	Spearman	code	Bacteria
6	0.3278331416664251	Spearman	code	Bacteria
7	0.3764010145058954	Spearman	code	Bacteria
8	0.2549813324072195	Spearman	code	Bacteria
9	0.4735367601848362	Spearman	code	Bacteria
10	0.2793703150104053	Spearman	code	Bacteria
11	0.4735367601848362	Spearman	code	Bacteria
12	0.3521170780861603	Spearman	code	Bacteria
13	0.1821980315285252	Spearman	code	Bacteria
14	0.3764010145058954	Spearman	code	Bacteria
15	0.3035492052466899	Spearman	code	Bacteria
16	0.2306973959874843	Spearman	code	Bacteria
17	0.3764010145058954	Spearman	code	Bacteria
18	0.2064134595677491	Spearman	code	Bacteria
19	0.3158099213161104	Spearman	code	Bacteria
20	0.3521170780861603	Spearman	code	Bacteria
21	0.2549813324072195	Spearman	code	Bacteria
22	0.3278331416664251	Spearman	code	Bacteria
23	0.3764010145058954	Spearman	code	Bacteria
24	0.2064134595677491	Spearman	code	Bacteria
25	0.3278331416664251	Spearman	code	Bacteria
26	0.2792652688269547	Spearman	code	Bacteria
27	0.0850577547287675	Spearman	code	Bacteria
28	0.0729341122143829	Spearman	code	Bacteria
29	0.449252823765101	Spearman	code	Bacteria
30	0.3278331416664251	Spearman	code	Bacteria
31	0.3035492052466899	Spearman	code	Bacteria
32	0.2064134595677491	Spearman	code	Bacteria
33	0.3521170780861603	Spearman	code	Bacteria
34	0.4008356693627555	Spearman	code	Bacteria
35	0.3278331416664251	Spearman	code	Bacteria
36	0.3035492052466899	Spearman	code	Bacteria
37	0.2796861662305681	Spearman	code	Bacteria
38	0.1335616503085435	Spearman	code	Bacteria
39	0.0121419682098675	Spearman	code	Bacteria
40	0.3278331416664251	Spearman	code	Bacteria
41	0.2549813324072195	Spearman	code	Bacteria
42	0.2306973959874843	Spearman	code	Bacteria
43	0.3764010145058954	Spearman	code	Bacteria
44	0.1821295231480139	Spearman	code	Bacteria
45	0.3521170780861603	Spearman	code	Bacteria
46	0.3521170780861603	Spearman	code	Bacteria
47	0.2677278807204072	Spearman	code	Bacteria
48	0.1578455867282787	Spearman	code	Bacteria
49	0.3521170780861603	Spearman	code	Bacteria
50	0.0729616085818873	Spearman	code	Bacteria
51	0.4006849509256307	Spearman	code	Bacteria
52	0.3410022273520524	Spearman	code	Bacteria
53	0.3521170780861603	Spearman	code	Bacteria
54	0.3521170780861603	Spearman	code	Bacteria
55	0.449252823765101	Spearman	code	Bacteria
56	0.3278331416664251	Spearman	code	Bacteria
57	0.3278331416664251	Spearman	code	Bacteria
58	0.2306973959874843	Spearman	code	Bacteria
59	0.2792652688269547	Spearman	code	Bacteria
60	0.3035492052466899	Spearman	code	Bacteria
61	0.449252823765101	Spearman	code	Bacteria
62	0.4139176130287396	Spearman	code	Bacteria
63	0.3521170780861603	Spearman	code	Bacteria
64	0.3278331416664251	Spearman	code	Bacteria
65	0.3278331416664251	Spearman	code	Bacteria
66	0.2306973959874843	Spearman	code	Bacteria
67	-0.30738660094812	Spearman	code	Bacteria
68	0.3278331416664251	Spearman	code	Bacteria
69	0.2549813324072195	Spearman	code	Bacteria
70	0.4006849509256307	Spearman	code	Bacteria
71	0.3764010145058954	Spearman	code	Bacteria
72	0.2792652688269547	Spearman	code	Bacteria
73	0.2549813324072195	Spearman	code	Bacteria
74	0.2066466512740849	Spearman	code	Bacteria
75	0.3035492052466899	Spearman	code	Bacteria
76	0.0851861438655841	Spearman	code	Bacteria
77	0.3521170780861603	Spearman	code	Bacteria
78	0.2792652688269547	Spearman	code	Bacteria
79	0.2306973959874843	Spearman	code	Bacteria
80	0.3035492052466899	Spearman	code	Bacteria
81	0.2792652688269547	Spearman	code	Bacteria
82	0.3521170780861603	Spearman	code	Bacteria
83	0.3035492052466899	Spearman	code	Bacteria
84	0.449252823765101	Spearman	code	Bacteria
85	0.3521170780861603	Spearman	code	Bacteria
86	0.1335616503085435	Spearman	code	Bacteria
87	0.3764010145058954	Spearman	code	Bacteria
88	0.2792652688269547	Spearman	code	Bacteria
89	0.4374398814622329	Spearman	code	Bacteria
90	0.4006849509256307	Spearman	code	Bacteria
91	0.3278331416664251	Spearman	code	Bacteria
92	0.3648080429094366	Spearman	code	Bacteria
93	0.2549813324072195	Spearman	code	Bacteria
94	0.2070370666066032	Spearman	code	Bacteria
95	0.2792652688269547	Spearman	code	Bacteria
96	0.2549813324072195	Spearman	code	Bacteria
97	0.3035492052466899	Spearman	code	Bacteria
98	0.3533145324030727	Spearman	code	Bacteria
99	0.4006849509256307	Spearman	code	Bacteria
100	0.449252823765101	Spearman	code	Bacteria
101	0.170115509457535	Spearman	code	Bacteria
102	0.4249688873453658	Spearman	code	Bacteria
103	0.3521170780861603	Spearman	code	Bacteria
104	0.2064134595677491	Spearman	code	Bacteria
105	0.3764010145058954	Spearman	code	Bacteria
106	0.1335616503085435	Spearman	code	Bacteria
107	0.3278331416664251	Spearman	code	Bacteria
108	0.3278331416664251	Spearman	code	Bacteria
109	0.3035492052466899	Spearman	code	Bacteria
110	0.2549813324072195	Spearman	code	Bacteria
111	0.3278331416664251	Spearman	code	Bacteria
112	0.449252823765101	Spearman	code	Bacteria
113	0.3521170780861603	Spearman	code	Bacteria
114	0.3278331416664251	Spearman	code	Bacteria
115	0.3521170780861603	Spearman	code	Bacteria
116	0.2549813324072195	Spearman	code	Bacteria
117	0.449252823765101	Spearman	code	Bacteria
118	0.3278331416664251	Spearman	code	Bacteria
119	0.3764010145058954	Spearman	code	Bacteria
120	0.3278331416664251	Spearman	code	Bacteria
121	0.0607098410493379	Spearman	code	Bacteria
122	0.2192157175834622	Spearman	code	Bacteria
123	0.3035492052466899	Spearman	code	Bacteria
124	0.3764010145058954	Spearman	code	Bacteria
125	0.3278331416664251	Spearman	code	Bacteria
126	0.2793703150104053	Spearman	code	Bacteria
127	0.3035492052466899	Spearman	code	Bacteria
128	-0.2091035146414114	Spearman	code	Bacteria
129	0.3521170780861603	Spearman	code	Bacteria
130	0.3521170780861603	Spearman	code	Bacteria
131	0.2064134595677491	Spearman	code	Bacteria
132	0.3035492052466899	Spearman	code	Bacteria
133	0.2549813324072195	Spearman	code	Bacteria
134	0.4251287402332255	Spearman	code	Bacteria
135	0.2549813324072195	Spearman	code	Bacteria
136	0.3521170780861603	Spearman	code	Bacteria
137	0.4006849509256307	Spearman	code	Bacteria
138	0.146088569304261	Spearman	code	Bacteria
139	0.3278331416664251	Spearman	code	Bacteria
140	0.4006849509256307	Spearman	code	Bacteria
141	0.2549813324072195	Spearman	code	Bacteria
142	0.3764010145058954	Spearman	code	Bacteria
143	0.3035492052466899	Spearman	code	Bacteria
144	0.3766843423702561	Spearman	code	Bacteria
145	0.3278331416664251	Spearman	code	Bacteria
146	0.4006849509256307	Spearman	code	Bacteria
147	0.449252823765101	Spearman	code	Bacteria
148	0.2792652688269547	Spearman	code	Bacteria
149	0.3278331416664251	Spearman	code	Bacteria
150	0.2064134595677491	Spearman	code	Bacteria
151	0.3521170780861603	Spearman	code	Bacteria
152	0.3521170780861603	Spearman	code	Bacteria
153	0.2306973959874843	Spearman	code	Bacteria
154	0.1093188189171151	Spearman	code	Bacteria
155	0.3521170780861603	Spearman	code	Bacteria
156	0.4249688873453658	Spearman	code	Bacteria
157	0.2549813324072195	Spearman	code	Bacteria
158	0.2792652688269547	Spearman	code	Bacteria
159	0.3035492052466899	Spearman	code	Bacteria
160	0.3049279369677888	Spearman	code	Bacteria
161	0.2306973959874843	Spearman	code	Bacteria
162	0.3278331416664251	Spearman	code	Bacteria
163	0.3764010145058954	Spearman	code	Bacteria
164	0.449252823765101	Spearman	code	Bacteria
165	0.3035492052466899	Spearman	code	Bacteria
166	0.2549813324072195	Spearman	code	Bacteria
167	0.0853151161481652	Spearman	code	Bacteria
168	0.3035492052466899	Spearman	code	Bacteria
169	0.3278331416664251	Spearman	code	Bacteria
170	0.2549813324072195	Spearman	code	Bacteria
171	0.4006849509256307	Spearman	code	Bacteria
172	0.3764010145058954	Spearman	code	Bacteria
173	0.3278331416664251	Spearman	code	Bacteria
174	0.3035492052466899	Spearman	code	Bacteria
175	0.3035492052466899	Spearman	code	Bacteria
176	0.3278331416664251	Spearman	code	Bacteria
177	0.1821295231480139	Spearman	code	Bacteria
178	0.4017435655867179	Spearman	code	Bacteria
179	0.3035492052466899	Spearman	code	Bacteria
180	0.3035492052466899	Spearman	code	Bacteria
181	0.3521170780861603	Spearman	code	Bacteria
182	0.3035492052466899	Spearman	code	Bacteria
183	0.133712539059702	Spearman	code	Bacteria
184	0.449252823765101	Spearman	code	Bacteria
185	0.3521170780861603	Spearman	code	Bacteria
186	0.4006849509256307	Spearman	code	Bacteria
187	0.2792652688269547	Spearman	code	Bacteria
188	0.3278331416664251	Spearman	code	Bacteria
189	0.3764010145058954	Spearman	code	Bacteria
190	0.3035492052466899	Spearman	code	Bacteria
191	0.2064911023989952	Spearman	code	Bacteria
192	0.3278331416664251	Spearman	code	Bacteria
193	0.0849937774690731	Spearman	code	Bacteria
194	0.2792652688269547	Spearman	code	Bacteria
195	0.4249688873453658	Spearman	code	Bacteria
196	0.4735367601848362	Spearman	code	Bacteria
197	0.3278331416664251	Spearman	code	Bacteria
198	0.2549813324072195	Spearman	code	Bacteria
199	0.4006849509256307	Spearman	code	Bacteria
200	0.1703722877311682	Spearman	code	Bacteria
201	0.3278331416664251	Spearman	code	Bacteria
202	0.2064134595677491	Spearman	code	Bacteria
203	0.2064134595677491	Spearman	code	Bacteria
204	0.1217404744202175	Spearman	code	Bacteria
205	0.3764010145058954	Spearman	code	Bacteria
206	0.2792652688269547	Spearman	code	Bacteria
207	0.2549813324072195	Spearman	code	Bacteria
208	0.2064134595677491	Spearman	code	Bacteria
209	0.2549813324072195	Spearman	code	Bacteria
210	0.3035492052466899	Spearman	code	Bacteria
211	0.3035492052466899	Spearman	code	Bacteria
212	0.449252823765101	Spearman	code	Bacteria
213	0.3521170780861603	Spearman	code	Bacteria
214	0.1949321558085918	Spearman	code	Bacteria
215	0.1578455867282787	Spearman	code	Bacteria
216	0.1335616503085435	Spearman	code	Bacteria
217	0.3764010145058954	Spearman	code	Bacteria
218	0.3764010145058954	Spearman	code	Bacteria
219	0.2792652688269547	Spearman	code	Bacteria
220	0.2064134595677491	Spearman	code	Bacteria
221	0.449252823765101	Spearman	code	Bacteria
222	0.3764010145058954	Spearman	code	Bacteria
223	0.3035492052466899	Spearman	code	Bacteria
224	0.4249688873453658	Spearman	code	Bacteria
225	0.4735367601848362	Spearman	code	Bacteria
226	0.3278331416664251	Spearman	code	Bacteria
227	0.2306973959874843	Spearman	code	Bacteria
228	0.0487514949418087	Spearman	code	Bacteria
229	0.3278331416664251	Spearman	code	Bacteria
230	0.3521170780861603	Spearman	code	Bacteria
231	0.2186376378342302	Spearman	code	Bacteria
232	0.4249688873453658	Spearman	code	Bacteria
233	0.2792652688269547	Spearman	code	Bacteria
234	0.4249688873453658	Spearman	code	Bacteria
235	0.2549813324072195	Spearman	code	Bacteria
236	0.3035492052466899	Spearman	code	Bacteria
237	0.2064911023989952	Spearman	code	Bacteria
238	0.449252823765101	Spearman	code	Bacteria
239	0.1821295231480139	Spearman	code	Bacteria
240	0.2070370666066032	Spearman	code	Bacteria
241	0.3278331416664251	Spearman	code	Bacteria
242	0.4889990166239663	Spearman	code	Bacteria
243	-0.0729341122143829	Spearman	code	Bacteria
244	0.0850897975834467	Spearman	code	Bacteria
245	0.2549813324072195	Spearman	code	Bacteria
246	0.3764010145058954	Spearman	code	Bacteria
247	0.3764010145058954	Spearman	code	Bacteria
248	0.3278331416664251	Spearman	code	Bacteria
249	0.3764010145058954	Spearman	code	Bacteria
250	0.4003034700036454	Spearman	code	Bacteria
251	0.2064134595677491	Spearman	code	Bacteria
252	0.2559453484444957	Spearman	code	Bacteria
253	0.3035492052466899	Spearman	code	Bacteria
254	0.3521170780861603	Spearman	code	Bacteria
255	0.3278331416664251	Spearman	code	Bacteria
256	0.3278331416664251	Spearman	code	Bacteria
257	0.2306973959874843	Spearman	code	Bacteria
258	-0.048696189768087	Spearman	code	Bacteria
259	0.3278331416664251	Spearman	code	Bacteria
260	0.1703079841667976	Spearman	code	Bacteria
261	0.4006849509256307	Spearman	code	Bacteria
262	0.2064134595677491	Spearman	code	Bacteria
263	0.1821295231480139	Spearman	code	Bacteria
264	0.2792652688269547	Spearman	code	Bacteria
265	0.303777695459884	Spearman	code	Bacteria
266	0.4735367601848362	Spearman	code	Bacteria
267	0.4006849509256307	Spearman	code	Bacteria
268	0.3764010145058954	Spearman	code	Bacteria
269	0.3521170780861603	Spearman	code	Bacteria
270	0.1335616503085435	Spearman	code	Bacteria
271	0.2792652688269547	Spearman	code	Bacteria
272	0.3764010145058954	Spearman	code	Bacteria
273	0.1092777138888083	Spearman	code	Bacteria
274	0.2306973959874843	Spearman	code	Bacteria
275	0.2064134595677491	Spearman	code	Bacteria
276	0.0849937774690731	Spearman	code	Bacteria
277	0.0364670561071914	Spearman	code	Bacteria
278	0.3521170780861603	Spearman	code	Bacteria
279	0.4864107238792488	Spearman	code	Bacteria
280	0.4249688873453658	Spearman	code	Bacteria
281	0.2792652688269547	Spearman	code	Bacteria
282	0.4006849509256307	Spearman	code	Bacteria
283	0.4006849509256307	Spearman	code	Bacteria
284	0.1215568536906381	Spearman	code	Bacteria
285	0.3521170780861603	Spearman	code	Bacteria
286	0.2792652688269547	Spearman	code	Bacteria
287	0.2549813324072195	Spearman	code	Bacteria
288	0.3035492052466899	Spearman	code	Bacteria
289	0.3035492052466899	Spearman	code	Bacteria
290	0.4249688873453658	Spearman	code	Bacteria
291	0.2064134595677491	Spearman	code	Bacteria
292	0.2306973959874843	Spearman	code	Bacteria
293	0.3035492052466899	Spearman	code	Bacteria
294	0.2549813324072195	Spearman	code	Bacteria
295	0.3278331416664251	Spearman	code	Bacteria
296	0.3035492052466899	Spearman	code	Bacteria
297	0.3764010145058954	Spearman	code	Bacteria
298	0.3035492052466899	Spearman	code	Bacteria
299	0.3278331416664251	Spearman	code	Bacteria
300	0.1821295231480139	Spearman	code	Bacteria
301	0.2792652688269547	Spearman	code	Bacteria
302	0.3521170780861603	Spearman	code	Bacteria
303	0.449252823765101	Spearman	code	Bacteria
304	0.3521170780861603	Spearman	code	Bacteria
305	0.3764010145058954	Spearman	code	Bacteria
306	0.0607098410493379	Spearman	code	Bacteria
307	0.4277111709094949	Spearman	code	Bacteria
308	0.4989474140698497	Spearman	code	Bacteria
309	0.2306973959874843	Spearman	code	Bacteria
310	0.2306973959874843	Spearman	code	Bacteria
311	0.2306973959874843	Spearman	code	Bacteria
312	0.2549813324072195	Spearman	code	Bacteria
313	0.3278331416664251	Spearman	code	Bacteria
314	0.3764010145058954	Spearman	code	Bacteria
315	0.1821295231480139	Spearman	code	Bacteria
316	-0.0243942349574231	Spearman	code	Bacteria
317	0.3035492052466899	Spearman	code	Bacteria
318	0.3888354501886514	Spearman	code	Bacteria
319	0.4249688873453658	Spearman	code	Bacteria
