	AM	YM	EFM	EN	AY	RM	CDSG	VM	PTN	BN	BAPP	CMUT	PN	CN	IM	SOM	SGCode	KN	MPCMMS	TrM	AFM	CM	MN	CDHN	TM
F_code	25.783973693333103	20.995842963870803	20.995842963870803	20.995842963870803	19.700692848524433	23.46472287124976	20.995842963870803	18.362371062666494	19.700692848524433	23.46472287124976	19.700692848524433	22.24987720253954	22.24987720253954	23.46472287124976	23.46472287124976	19.700692848524433	19.700692848524433	23.46472287124976	20.995842963870803	20.995842963870803	22.24987720253954	20.995842963870803	22.24987720253954	20.995842963870803	18.362371062666494
F_gc	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255	20.027672348061255
H_code	-25.246952382759986	-33.32740092358308	-33.32740092358308	-33.32740092358308	-35.51309602069098	-29.16091964472125	-33.32740092358308	-37.771647621035854	-35.51309602069098	-29.16091964472125	-35.51309602069098	-31.211092972415056	-31.211092972415056	-29.16091964472125	-29.16091964472125	-35.51309602069098	-35.51309602069098	-29.16091964472125	-33.32740092358308	-33.32740092358308	-31.211092972415056	-33.32740092358308	-31.211092972415056	-33.32740092358308	-37.771647621035854
H_gc	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398	-26.29476663532398
K_code	50.89864352063701	47.73081407035559	73.86540703517778	47.73081407035559	46.87394216986963	24.046339195985382	47.73081407035559	45.98850787270077	46.87394216986963	49.364226130656924	46.87394216986963	22.840725532429623	48.56048368828647	49.364226130656924	24.046339195985382	46.87394216986963	46.87394216986963	49.364226130656924	47.73081407035559	73.86540703517778	74.28024184414332	47.73081407035559	48.56048368828647	47.73081407035559	45.98850787270077
K_gc	47.09027195424611	47.09027195424611	75.0133435445598	47.09027195424611	47.09027195424611	34.82753131137312	47.09027195424611	47.09027195424611	47.09027195424611	47.09027195424611	47.09027195424611	22.56479066850013	47.09027195424611	47.09027195424611	38.915111525664116	47.09027195424611	47.09027195424611	47.09027195424611	47.09027195424611	75.0133435445598	75.0133435445598	47.09027195424611	47.09027195424611	47.09027195424611	47.09027195424611
N_code	27.910649564076667	23.259723729501044	-15.11041440574844	23.259723729501044	22.001686413591234	25.657857362954058	23.259723729501044	20.70171452048441	22.001686413591234	25.657857362954058	22.001686413591234	24.477823352842318	24.477823352842318	25.657857362954058	25.657857362954058	22.001686413591234	22.001686413591234	25.657857362954058	23.259723729501044	-15.11041440574844	-13.283264970736639	23.259723729501044	24.477823352842318	23.259723729501044	20.70171452048441
N_gc	22.31929624667597	22.31929624667597	-18.67664027022114	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597	-18.67664027022114	-18.67664027022114	22.31929624667597	22.31929624667597	22.31929624667597	22.31929624667597
Q_code	27.70815095840402	23.044160697655972	23.044160697655972	23.044160697655972	21.78258956155198	25.44903067585414	23.044160697655972	20.4789660542445	21.78258956155198	25.44903067585414	21.78258956155198	24.265681956423357	24.265681956423357	-49.10193864829172	25.44903067585414	21.78258956155198	21.78258956155198	-49.10193864829172	23.044160697655972	23.044160697655972	24.265681956423357	23.044160697655972	24.265681956423357	-15.433758953516053	20.4789660542445
Q_gc	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	-11.846095860477487	27.10335836003006	27.10335836003006	27.10335836003006	-50.795550080985095	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	27.10335836003006	-9.684456194341745	27.10335836003006
Y_code	0.13487641774970416	-6.308034781105046	-6.308034781105046	-6.308034781105046	-8.050789449647738	-2.9859086941956265	-6.308034781105046	-9.85163594047522	-8.050789449647738	-2.9859086941956265	-8.050789449647738	-56.930908486393285	-4.620605657595414	-2.9859086941956265	-2.9859086941956265	-8.050789449647738	-8.050789449647738	-2.9859086941956265	-6.308034781105046	-6.308034781105046	-56.930908486393285	-6.308034781105046	-109.24121131519084	-6.308034781105046	-9.85163594047522
Y_gc	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-64.40233231739617	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-7.610805665078371	-64.40233231739617	-7.610805665078371	-115.22161133015689	-7.610805665078371	-7.610805665078371
I_code	40.84347292240627	37.026922788368026	5.540384182552039	5.540384182552039	3.9918658904627384	8.492247176847192	5.540384182552039	34.92782021464696	3.9918658904627384	8.492247176847192	3.9918658904627384	7.039743163781307	7.039743163781307	8.492247176847192	38.99483145123146	3.9918658904627384	3.9918658904627384	8.492247176847192	5.540384182552039	37.026922788368026	7.039743163781307	5.540384182552039	7.039743163781307	5.540384182552039	2.3917303219703334
I_gc	36.2552079162566	36.2552079162566	2.6139389359131306	2.6139389359131306	2.6139389359131306	19.434573426084885	2.6139389359131306	36.2552079162566	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306	36.2552079162566	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306	36.2552079162566	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306	2.6139389359131306
A_code	14.154333858610649	8.61590378497272	8.61590378497272	8.61590378497272	7.117803847021463	11.471656791692224	8.61590378497272	5.569767244471805	-16.102745191223168	11.471656791692224	7.117803847021463	10.066444994735079	10.066444994735079	11.471656791692224	11.471656791692224	7.117803847021463	7.117803847021463	11.471656791692224	8.61590378497272	8.61590378497272	10.066444994735079	8.61590378497272	10.066444994735079	8.61590378497272	5.569767244471805
A_gc	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	-9.921084413804227	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337	11.518305751495337
G_code	-41.31749996490026	-0.28983868476782526	-0.28983868476782526	-0.28983868476782526	-1.9339344009115484	2.844218774131062	-25.36229835595979	-3.6328333075934243	-1.9339344009115484	2.844218774131062	-1.9339344009115484	1.3020635165777217	1.3020635165777217	2.844218774131062	2.844218774131062	-1.9339344009115484	-1.9339344009115484	2.844218774131062	-0.28983868476782526	-0.28983868476782526	1.3020635165777217	-0.28983868476782526	1.3020635165777217	-0.28983868476782526	-3.6328333075934243
G_gc	-12.937892828198688	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	-21.075762470927106	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472	2.895413860007472
P_code	-14.24345470882346	-21.61400017390872	-21.61400017390872	-21.61400017390872	-23.607672307907208	-17.813562668474205	-21.61400017390872	-25.667800179705687	-23.607672307907208	-17.813562668474205	-23.607672307907208	-19.68361921876728	-19.68361921876728	-17.813562668474205	-17.813562668474205	-23.607672307907208	-23.607672307907208	-17.813562668474205	-21.61400017390872	-21.61400017390872	-19.68361921876728	-21.61400017390872	-19.68361921876728	-21.61400017390872	-25.667800179705687
P_gc	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258	-17.751482209832258
T_code	-13.649732464728123	-141.96394653780823	-20.981973268904007	-20.981973268904007	-22.96528430609914	-17.201286604250885	-20.981973268904007	-25.01470571120081	-22.96528430609914	-17.201286604250885	-22.96528430609914	-19.06162448685788	-19.06162448685788	-17.201286604250885	-17.201286604250885	-22.96528430609914	-22.96528430609914	-17.201286604250885	-20.981973268904007	-20.981973268904007	-19.06162448685788	-20.981973268904007	-19.06162448685788	-20.981973268904007	-25.01470571120081
T_gc	-14.600524537597964	-129.20104907519598	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964	-14.600524537597964
V_code	3.0244959618942633	-3.231988169596325	-3.231988169596325	-3.231988169596325	-4.924315844507728	-0.005988539296549803	-3.231988169596325	-6.673054441916207	-4.924315844507728	-0.005988539296549803	-4.924315844507728	-1.5933851827773085	-1.5933851827773085	-0.005988539296549803	-0.005988539296549803	-4.924315844507728	-4.924315844507728	-0.005988539296549803	-3.231988169596325	-3.231988169596325	-1.5933851827773085	-3.231988169596325	-1.5933851827773085	-3.231988169596325	-6.673054441916207
V_gc	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594	2.2132002509201594
L_code	4.941853791026656	66.26969005488047	-1.1909298353587303	-1.1909298353587303	14.291835385352	1.9712867219962273	-1.1909298353587303	-4.563960829870696	14.291835385352	1.9712867219962273	-2.8497975375777123	0.415275400123186	0.415275400123186	1.9712867219962273	1.9712867219962273	-19.99143046050731	-2.8497975375777123	1.9712867219962273	-1.1909298353587303	-1.1909298353587303	0.415275400123186	-18.056084807918506	0.415275400123186	-1.1909298353587303	12.86336597510779
L_gc	1.9540683663091751	65.85633592041283	1.9540683663091751	1.9540683663091751	17.78083265597962	1.9540683663091751	1.9540683663091751	1.9540683663091751	17.78083265597962	1.9540683663091751	1.9540683663091751	1.9540683663091751	1.9540683663091751	1.9540683663091751	1.9540683663091751	-14.170301121072193	1.9540683663091751	1.9540683663091751	1.9540683663091751	1.9540683663091751	1.9540683663091751	-14.170301121072193	1.9540683663091751	1.9540683663091751	19.973362958515022
R_code	-67.40646547822865	-78.20688260585634	-18.804588403904095	-78.20688260585634	-81.12830691087035	-43.86493127035278	-78.20688260585634	-22.764741350700906	-81.12830691087035	-72.63791752442333	-81.12830691087035	-16.918801286381775	-75.37820192957284	-72.63791752442333	-43.86493127035278	-81.12830691087035	-81.12830691087035	-72.63791752442333	-78.20688260585634	-18.804588403904095	-16.918801286381775	-78.20688260585634	-75.37820192957284	-78.20688260585634	-84.14711202605156
R_gc	-33.78763041819763	-71.30029389106876	-15.03129868176206	-71.30029389106876	-71.30029389106876	-28.967519696772122	-71.30029389106876	-15.03129868176206	-71.30029389106876	-71.30029389106876	-71.30029389106876	-15.03129868176206	-71.30029389106876	-71.30029389106876	-24.322112691768762	-71.30029389106876	-71.30029389106876	-71.30029389106876	-71.30029389106876	-15.03129868176206	-15.03129868176206	-71.30029389106876	-71.30029389106876	-71.30029389106876	-71.30029389106876
S_code	-52.73478431745981	-21.941481027649377	-62.58864137019913	-21.941481027649377	-44.597275316939374	-37.819278036457895	-21.941481027649377	-26.006197061904363	-23.940521700233774	-18.130809745535338	-23.940521700233774	-40.00688562433817	-20.005901963718394	-18.130809745535338	-57.507746327380445	-3.2837680835280327	-23.940521700233774	-18.130809745535338	-21.941481027649377	-62.58864137019913	-60.007869284957806	-21.941481027649377	-20.005901963718394	-21.941481027649377	-26.006197061904363
S_gc	-28.343801156403263	-15.509421040762941	-54.01256138768389	-15.509421040762941	-34.581674655765845	-34.940307772681024	-15.509421040762941	-15.509421040762941	-15.509421040762941	-15.509421040762941	-15.509421040762941	-34.940307772681024	-15.509421040762941	-15.509421040762941	-41.29772564434864	3.921465691155156	-15.509421040762941	-15.509421040762941	-15.509421040762941	-54.01256138768389	-54.01256138768389	-15.509421040762941	-15.509421040762941	-15.509421040762941	-15.509421040762941
